gis_acres,state,managing_agency,rights_type,township,range,section,county,bene_cd,bene_abrev,aliquot,acres,state_enabling_act,object_id
81.309,UT,Trust Lands Administration,Surface,10,22,11,Uintah,10,Public Schools,E2SE4,80.000000000000000,28 Stat. 107-110 (1894),526
161.947,UT,Trust Lands Administration,Surface,10,21,19,Uintah,10,Public Schools,SE4,160.000000000000000,28 Stat. 107-110 (1894),527
26.576,UT,Trust Lands Administration,Surface,10,22,18,Uintah,10,Public Schools,LOT 1,26.609999999999999,28 Stat. 107-110 (1894),528
41.313,UT,Trust Lands Administration,Surface,9,21,33,Uintah,10,Public Schools,NE4SW4,40.000000000000000,28 Stat. 107-110 (1894),529
319.099,UT,Trust Lands Administration,Surface,1,8,19,Duchesne,11,College of Mines and Earth Sciences,E2,320.000000000000000,28 Stat. 107-110 (1894),530
640.846,UT,Trust Lands Administration,Surface,12,17,16,Carbon,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),531
635.191,UT,Trust Lands Administration,Surface,12,20,2,Uintah,10,Public Schools,ALL,639.919999999999959,28 Stat. 107-110 (1894),532
39.889,UT,Trust Lands Administration,Surface,10,22,25,Uintah,10,Public Schools,NW4NE4,40.000000000000000,28 Stat. 107-110 (1894),533
80,UT,Trust Lands Administration,Surface,10,22,18,Uintah,10,Public Schools,E2SW4,80.000000000000000,28 Stat. 107-110 (1894),534
326.576,UT,Trust Lands Administration,Surface,5,22,35,Uintah,10,Public Schools,S2,320.000000000000000,28 Stat. 107-110 (1894),535
40.082,UT,Trust Lands Administration,Surface,1,8,33,Duchesne,10,Public Schools,NE4NE4,40.000000000000000,28 Stat. 107-110 (1894),536
44.376,UT,Trust Lands Administration,Surface,10,21,1,Uintah,10,Public Schools,LOT 4 (NW4NW4),43.119999999999997,28 Stat. 107-110 (1894),537
10.445,UT,Trust Lands Administration,Surface,9,25,30,Uintah,10,Public Schools,LOT 12 (S2SE4SW4),10.779999999999999,28 Stat. 107-110 (1894),538
395.713,UT,Trust Lands Administration,Surface,11,17,2,Duchesne,10,Public Schools,"PART OF LOT 2, LOTS 3, 4, PART OF SW4NE4, S2NW4, SW4, PART OF W2SE4",368.750000000000000,28 Stat. 107-110 (1894),539
80.359,UT,Trust Lands Administration,Surface,9,21,27,Uintah,10,Public Schools,S2SW4,80.000000000000000,28 Stat. 107-110 (1894),540
50.39,UT,Trust Lands Administration,Surface,9,21,31,Uintah,10,Public Schools,LOT 4 (SW4SW4),50.469999999999999,28 Stat. 107-110 (1894),541
80.549,UT,Trust Lands Administration,Surface,9,21,26,Uintah,10,Public Schools,N2SW4,80.000000000000000,28 Stat. 107-110 (1894),542
80.095,UT,Trust Lands Administration,Surface,15,23,28,Uintah,10,Public Schools,S2SE4,80.000000000000000,28 Stat. 107-110 (1894),543
209.434,UT,Trust Lands Administration,Surface,10,17,2,Duchesne,10,Public Schools,"PART OF LOT 3, LOT 4, SW4NW4, PART OF SE4NW4, PART OF E2SW4, W2SW4",184.150000000000006,28 Stat. 107-110 (1894),544
160.65,UT,Trust Lands Administration,Surface,9,21,27,Uintah,10,Public Schools,NW4,160.000000000000000,28 Stat. 107-110 (1894),545
241.993,UT,Trust Lands Administration,Surface,11,17,2,Uintah,10,Public Schools,"LOT 1, PART OF LOT 2, PART OF SW4NE4, SE4NE4, PART OF W2SE4, E2SE4",269.250000000000000,28 Stat. 107-110 (1894),546
80.165,UT,Trust Lands Administration,Surface,15,23,34,Uintah,10,Public Schools,N2SE4,80.000000000000000,28 Stat. 107-110 (1894),547
586.412,UT,Trust Lands Administration,Surface,1,8,30,Duchesne,10,Public Schools,"LOTS 1, 3, 4, E2W2, E2",586.549999999999955,28 Stat. 107-110 (1894),548
494.692,UT,Trust Lands Administration,Surface,10,21,18,Uintah,10,Public Schools,"LOTS 5(42.55), 6(42.45), E2, E2NW4 [LOTS AKA W2NW4]",485.000000000000000,28 Stat. 107-110 (1894),549
317.688,UT,Trust Lands Administration,Surface,1,8,21,Duchesne,10,Public Schools,N2,320.000000000000000,28 Stat. 107-110 (1894),550
34.32,UT,Trust Lands Administration,Surface,15,22,33,Grand,10,Public Schools,LOT 1 (SE4NE4),34.570000000000000,28 Stat. 107-110 (1894),551
80.21,UT,Trust Lands Administration,Surface,9,25,33,Uintah,10,Public Schools,N2NW4,80.000000000000000,28 Stat. 107-110 (1894),552
279.291,UT,Trust Lands Administration,Surface,11,18,2,Uintah,10,Public Schools,"LOT 3(39.80), SW4NW4, SW4, SW4SE4 [LOT AKA NW4NW4]",279.800000000000011,28 Stat. 107-110 (1894),553
80.534,UT,Trust Lands Administration,Surface,9,21,26,Uintah,10,Public Schools,S2NW4,80.000000000000000,28 Stat. 107-110 (1894),554
51.993,UT,Trust Lands Administration,Surface,9,21,31,Uintah,10,Public Schools,LOT 6 (SE4SW4),50.700000000000003,28 Stat. 107-110 (1894),555
160.747,UT,Trust Lands Administration,Surface,10,22,7,Uintah,10,Public Schools,NE4,160.000000000000000,28 Stat. 107-110 (1894),556
160.255,UT,Trust Lands Administration,Surface,15,23,34,Uintah,10,Public Schools,NE4,160.000000000000000,28 Stat. 107-110 (1894),557
641.682,UT,Trust Lands Administration,Surface,12,21,2,Uintah,10,Public Schools,ALL,640.279999999999973,28 Stat. 107-110 (1894),558
39.788,UT,Trust Lands Administration,Surface,5,21,35,Uintah,10,Public Schools,SE4SE4,40.000000000000000,28 Stat. 107-110 (1894),559
633.763,UT,Trust Lands Administration,Surface,1,8,32,Duchesne,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),560
80.361,UT,Trust Lands Administration,Surface,9,21,27,Uintah,10,Public Schools,N2SE4,80.000000000000000,28 Stat. 107-110 (1894),561
639.162,UT,Trust Lands Administration,Surface,1,8,20,Duchesne,9,Reservoirs,ALL,640.000000000000000,28 Stat. 107-110 (1894),562
636.467,UT,Trust Lands Administration,Surface,1,9,33,Wasatch,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),563
41.059,UT,Trust Lands Administration,Surface,10,21,4,Uintah,10,Public Schools,LOT 1 (NE4NE4),42.280000000000001,28 Stat. 107-110 (1894),564
164.817,UT,Trust Lands Administration,Surface,10,21,13,Uintah,10,Public Schools,NE4,160.000000000000000,28 Stat. 107-110 (1894),565
41.485,UT,Trust Lands Administration,Surface,10,21,19,Uintah,10,Public Schools,LOT 1 (NW4NW4),40.750000000000000,28 Stat. 107-110 (1894),566
632.144,UT,Trust Lands Administration,Surface,1,8,28,Duchesne,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),567
164.917,UT,Trust Lands Administration,Surface,10,21,1,Uintah,10,Public Schools,SE4,160.000000000000000,28 Stat. 107-110 (1894),568
640.721,UT,Trust Lands Administration,Surface,15,23,26,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),569
40.601,UT,Trust Lands Administration,Surface,10,22,11,Uintah,10,Public Schools,SW4SE4,40.000000000000000,28 Stat. 107-110 (1894),570
26.876,UT,Trust Lands Administration,Surface,6,22,9,Uintah,10,Public Schools,LOT 2 (NW4SW4),26.600000000000001,28 Stat. 107-110 (1894),571
634.77,UT,Trust Lands Administration,Surface,1,9,14,Duchesne,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),572
45.245,UT,Trust Lands Administration,Surface,10,21,1,Uintah,10,Public Schools,LOT 3 (NE4NW4),42.920000000000002,28 Stat. 107-110 (1894),573
39.423,UT,Trust Lands Administration,Surface,15,23,34,Uintah,10,Public Schools,SE4SE4,40.000000000000000,28 Stat. 107-110 (1894),574
80.371,UT,Trust Lands Administration,Surface,9,21,27,Uintah,10,Public Schools,S2SE4,80.000000000000000,28 Stat. 107-110 (1894),575
24.488,UT,Trust Lands Administration,Surface,5,19,29,Uintah,10,Public Schools,LOT 4,24.719999999999999,28 Stat. 107-110 (1894),576
70.187,UT,Trust Lands Administration,Surface,15,23,28,Uintah,10,Public Schools,"SE4SW4, S2SW4SW4, NE4SW4SW4",70.000000000000000,28 Stat. 107-110 (1894),577
160.541,UT,Trust Lands Administration,Surface,15,23,33,Uintah,10,Public Schools,NE4,160.000000000000000,28 Stat. 107-110 (1894),578
637.067,UT,Trust Lands Administration,Surface,15,22,2,Uintah,10,Public Schools,ALL,639.600000000000023,28 Stat. 107-110 (1894),579
648.651,UT,Trust Lands Administration,Surface,8,18,32,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),580
41.42,UT,Trust Lands Administration,Surface,6,22,9,Uintah,10,Public Schools,NE4NE4,40.000000000000000,28 Stat. 107-110 (1894),581
640.395,UT,Trust Lands Administration,Surface,10,17,36,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),582
42.241,UT,Trust Lands Administration,Surface,5,19,29,Uintah,10,Public Schools,LOT 3,41.850000000000001,28 Stat. 107-110 (1894),583
160.28,UT,Trust Lands Administration,Surface,10,22,12,Uintah,10,Public Schools,NE4,160.000000000000000,28 Stat. 107-110 (1894),584
80.139,UT,Trust Lands Administration,Surface,10,22,18,Uintah,10,Public Schools,N2SE4,80.000000000000000,28 Stat. 107-110 (1894),585
39.831,UT,Trust Lands Administration,Surface,10,22,25,Uintah,10,Public Schools,NE4SE4,40.000000000000000,28 Stat. 107-110 (1894),586
82.578,UT,Trust Lands Administration,Surface,10,21,1,Uintah,10,Public Schools,S2NW4,80.000000000000000,28 Stat. 107-110 (1894),587
45.806,UT,Trust Lands Administration,Surface,9,21,33,Uintah,10,Public Schools,LOT 3 (SW4SE4),44.880000000000003,28 Stat. 107-110 (1894),588
82.538,UT,Trust Lands Administration,Surface,10,21,1,Uintah,10,Public Schools,S2NE4,80.000000000000000,28 Stat. 107-110 (1894),589
71.175,UT,Trust Lands Administration,Surface,13,23,11,Uintah,10,Public Schools,"S2SW4NE4SW4, S2SE4NW4SW4, SW4SW4, W2SE4SW4",70.000000000000000,28 Stat. 107-110 (1894),590
9.996,UT,Trust Lands Administration,Surface,10,24,1,Uintah,10,Public Schools,SW4SE4SW4,10.000000000000000,28 Stat. 107-110 (1894),591
80.778,UT,Trust Lands Administration,Surface,9,21,33,Uintah,10,Public Schools,N2SE4,80.000000000000000,28 Stat. 107-110 (1894),592
639.755,UT,Trust Lands Administration,Surface,13,22,32,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),593
645.329,UT,Trust Lands Administration,Surface,9,18,36,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),594
721.686,UT,Trust Lands Administration,Surface,8,22,2,Uintah,10,Public Schools,ALL,722.200000000000045,28 Stat. 107-110 (1894),595
642.714,UT,Trust Lands Administration,Surface,12,22,32,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),596
851.717,UT,Trust Lands Administration,Surface,12,25,36,Uintah,10,Public Schools,"LOTS 1(56.78), 2(40.00), 3(40.00), 4(40.00), 5(40.00), 6(56.74), 7(56.70), 8(40.00), 9(40.00), 10(40.00), 11(40.00), 12(56.66), W2 [ALL]",866.879999999999995,28 Stat. 107-110 (1894),597
160.751,UT,Trust Lands Administration,Surface,10,22,20,Uintah,10,Public Schools,SW4,160.000000000000000,28 Stat. 107-110 (1894),598
314.258,UT,Trust Lands Administration,Surface,12,25,19,Uintah,10,Public Schools,E2,320.000000000000000,28 Stat. 107-110 (1894),599
316.033,UT,Trust Lands Administration,Surface,12,25,20,Uintah,10,Public Schools,W2,320.000000000000000,28 Stat. 107-110 (1894),600
638.189,UT,Trust Lands Administration,Surface,8,25,2,Uintah,10,Public Schools,"LOTS 1(39.31), 2(39.44), 3(39.58), 4(39.71), S2N2, S2 [ALL]",638.039999999999964,28 Stat. 107-110 (1894),601
642.465,UT,Trust Lands Administration,Surface,1,9,34,Duchesne,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),602
79.964,UT,Trust Lands Administration,Surface,9,25,30,Uintah,10,Public Schools,N2NE4,80.000000000000000,28 Stat. 107-110 (1894),603
15.986,UT,Trust Lands Administration,Surface,9,25,30,Uintah,10,Public Schools,LOT 6 (N2NE4SE4),16.090000000000000,28 Stat. 107-110 (1894),604
80.34,UT,Trust Lands Administration,Surface,6,22,6,Uintah,10,Public Schools,E2SW4,80.000000000000000,28 Stat. 107-110 (1894),605
161.451,UT,Trust Lands Administration,Surface,10,22,13,Uintah,10,Public Schools,SE4,160.000000000000000,28 Stat. 107-110 (1894),606
644.365,UT,Trust Lands Administration,Surface,1,9,25,Duchesne,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),607
39.851,UT,Trust Lands Administration,Surface,10,22,25,Uintah,10,Public Schools,NW4SE4,40.000000000000000,28 Stat. 107-110 (1894),608
637.834,UT,Trust Lands Administration,Surface,1,10,25,Wasatch,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),609
26.355,UT,Trust Lands Administration,Surface,10,22,18,Uintah,10,Public Schools,LOT 4,26.270000000000000,28 Stat. 107-110 (1894),610
651.3,UT,Trust Lands Administration,Surface,7,21,16,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),611
482.751,UT,Trust Lands Administration,Surface,5,22,32,Uintah,10,Public Schools,"N2, SE4",480.000000000000000,28 Stat. 107-110 (1894),612
79.952,UT,Trust Lands Administration,Surface,1,8,33,Duchesne,10,Public Schools,"SE4NE4, NE4SE4",80.000000000000000,28 Stat. 107-110 (1894),613
640.187,UT,Trust Lands Administration,Surface,13,22,36,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),614
80.561,UT,Trust Lands Administration,Surface,9,21,26,Uintah,10,Public Schools,S2SW4,80.000000000000000,28 Stat. 107-110 (1894),615
639.04,UT,Trust Lands Administration,Surface,6,23,36,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),616
7.69,UT,Trust Lands Administration,Surface,6,22,4,Uintah,10,Public Schools,LOT 3 (S2S2NE4NW4),7.790000000000000,28 Stat. 107-110 (1894),617
640.197,UT,Trust Lands Administration,Surface,15,23,21,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),618
46.597,UT,Trust Lands Administration,Surface,9,21,33,Uintah,10,Public Schools,LOT 4 (SE4SE4),45.289999999999999,28 Stat. 107-110 (1894),619
641.616,UT,Trust Lands Administration,Surface,12,20,32,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),620
638.368,UT,Trust Lands Administration,Surface,11,24,36,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),621
653.709,UT,Trust Lands Administration,Surface,10,20,13,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),622
646.547,UT,Trust Lands Administration,Surface,1,9,35,Duchesne,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),623
600.844,UT,Trust Lands Administration,Surface,14,21,4,Uintah,10,Public Schools,"LOTS 1(40.78), 2(40.82), 3(40.86), 4(40.90), S2N2, SW4, N2SE4, SW4SE4 [LOTS AKA N2N2]",603.360000000000014,28 Stat. 107-110 (1894),624
525.776,UT,Trust Lands Administration,Surface,7,20,36,Uintah,10,Public Schools,"N2, SW4, NW4SE4",520.000000000000000,28 Stat. 107-110 (1894),625
600.905,UT,Trust Lands Administration,Surface,15,23,36,Uintah,10,Public Schools,"N2, SW4, N2SE4, SW4SE4",600.000000000000000,28 Stat. 107-110 (1894),626
39.878,UT,Trust Lands Administration,Surface,5,22,31,Uintah,10,Public Schools,LOT 4 (SW4SW4),39.969999999999999,28 Stat. 107-110 (1894),627
33.958,UT,Trust Lands Administration,Surface,15,22,31,Grand,10,Public Schools,LOT 3 (SE4NW4),34.100000000000001,28 Stat. 107-110 (1894),628
639.757,UT,Trust Lands Administration,Surface,14,22,36,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),629
159.536,UT,Trust Lands Administration,Surface,9,21,25,Uintah,10,Public Schools,NW4,160.000000000000000,28 Stat. 107-110 (1894),630
270.68,UT,Trust Lands Administration,Surface,6,22,2,Uintah,10,Public Schools,"LOTS 1(7.08), 2(7.09), 3(7.10), 4(7.12), S2NW4, SW4 [LOTS AKA N2N2]",268.389999999999986,28 Stat. 107-110 (1894),631
156.069,UT,Trust Lands Administration,Surface,12,25,29,Uintah,10,Public Schools,E2E2,160.000000000000000,28 Stat. 107-110 (1894),632
164.106,UT,Trust Lands Administration,Surface,10,22,14,Uintah,10,Public Schools,NE4,160.000000000000000,28 Stat. 107-110 (1894),633
40.751,UT,Trust Lands Administration,Surface,10,21,30,Uintah,10,Public Schools,LOT 4,41.159999999999997,28 Stat. 107-110 (1894),634
41.6,UT,Trust Lands Administration,Surface,10,21,19,Uintah,10,Public Schools,LOT 4 (SW4SW4),40.759999999999998,28 Stat. 107-110 (1894),635
645.265,UT,Trust Lands Administration,Surface,1,9,24,Duchesne,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),636
641.971,UT,Trust Lands Administration,Surface,5,19,36,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),637
639.403,UT,Trust Lands Administration,Surface,1,9,13,Duchesne,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),638
26.463,UT,Trust Lands Administration,Surface,10,22,18,Uintah,10,Public Schools,LOT 2,26.489999999999998,28 Stat. 107-110 (1894),639
79.788,UT,Trust Lands Administration,Surface,12,24,11,Uintah,10,Public Schools,S2SE4,80.000000000000000,28 Stat. 107-110 (1894),640
641.864,UT,Trust Lands Administration,Surface,7,25,16,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),641
41.708,UT,Trust Lands Administration,Surface,10,21,30,Uintah,10,Public Schools,LOT 1,40.859999999999999,28 Stat. 107-110 (1894),642
40.702,UT,Trust Lands Administration,Surface,10,21,30,Uintah,10,Public Schools,LOT 3,40.880000000000003,28 Stat. 107-110 (1894),643
642.202,UT,Trust Lands Administration,Surface,1,8,29,Duchesne,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),644
167.992,UT,Trust Lands Administration,Surface,4,19,2,Uintah,10,Public Schools,"LOTS 1(48.76), 2(44.13), 3(39.51), 4(34.90) [ALL]",167.300000000000011,28 Stat. 107-110 (1894),645
598.268,UT,Trust Lands Administration,Surface,15,23,16,Uintah,10,Public Schools,"NE4, NE4NW4, S2NW4, S2",600.000000000000000,28 Stat. 107-110 (1894),646
319.053,UT,Trust Lands Administration,Surface,12,24,23,Uintah,10,Public Schools,E2,320.000000000000000,28 Stat. 107-110 (1894),647
639.707,UT,Trust Lands Administration,Surface,14,21,17,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),648
81.921,UT,Trust Lands Administration,Surface,6,22,15,Uintah,10,Public Schools,N2NE4,80.000000000000000,28 Stat. 107-110 (1894),649
639.195,UT,Trust Lands Administration,Surface,7,24,36,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),650
320.415,UT,Trust Lands Administration,Surface,14,21,5,Uintah,10,Public Schools,"LOTS 1(40.84), 2(40.67), S2NE4, SE4 [LOTS AKA N2NE4]",321.509999999999991,28 Stat. 107-110 (1894),651
640.354,UT,Trust Lands Administration,Surface,13,16,36,Carbon,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),652
657.576,UT,Trust Lands Administration,Surface,10,21,36,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),653
79.765,UT,Trust Lands Administration,Surface,15,21,33,Uintah,10,Public Schools,N2SW4,80.000000000000000,28 Stat. 107-110 (1894),654
80.36,UT,Trust Lands Administration,Surface,1,8,16,Duchesne,6,Teaching Colleges at Public Universities,N2SE4,80.000000000000000,28 Stat. 107-110 (1894),655
158.987,UT,Trust Lands Administration,Surface,9,21,25,Uintah,10,Public Schools,NE4,160.000000000000000,28 Stat. 107-110 (1894),656
640.864,UT,Trust Lands Administration,Surface,1,10,13,Wasatch,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),657
40.242,UT,Trust Lands Administration,Surface,9,23,23,Uintah,10,Public Schools,SW4NW4,40.000000000000000,28 Stat. 107-110 (1894),658
34.252,UT,Trust Lands Administration,Surface,15,22,33,Grand,10,Public Schools,LOT 2 (SW4NE4),34.490000000000002,28 Stat. 107-110 (1894),659
79.767,UT,Trust Lands Administration,Surface,16,21,17,Grand,10,Public Schools,W2NE4,80.000000000000000,28 Stat. 107-110 (1894),660
642.072,UT,Trust Lands Administration,Surface,9,22,32,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),661
79.885,UT,Trust Lands Administration,Surface,11,24,21,Uintah,10,Public Schools,E2NW4,80.000000000000000,28 Stat. 107-110 (1894),662
44.829,UT,Trust Lands Administration,Surface,9,21,33,Uintah,10,Public Schools,LOT 2 (SE4SW4),44.469999999999999,28 Stat. 107-110 (1894),663
241.134,UT,Trust Lands Administration,Surface,1,10,36,Wasatch,10,Public Schools,"NE4, E2SE4",240.000000000000000,28 Stat. 107-110 (1894),664
530.89,UT,Trust Lands Administration,Surface,13,23,21,Uintah,10,Public Schools,"S2N2SW4NE4, S2SW4NE4, NE4SE4NE4, NE4NW4SE4NE4, S2NW4SE4NE4, S2SE4NE4, W2E2NE4NW4, W2NE4NW4, W2NW4, SE4NW4, NE4SW4, E2NW4SW4, N2NW4NW4SW4, SE4NW4NW4SW4, NE4SW4NW4SW4, S2SW4NW4SW4, S2SW4, SE4",532.500000000000000,28 Stat. 107-110 (1894),665
636.774,UT,Trust Lands Administration,Surface,7,22,36,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),666
639.861,UT,Trust Lands Administration,Surface,9,17,32,Duchesne,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),667
12.455,UT,Trust Lands Administration,Surface,13,23,20,Uintah,10,Public Schools,"SW4SW4NW4SW4, W2W2SW4SW4",12.500000000000000,28 Stat. 107-110 (1894),668
639.208,UT,Trust Lands Administration,Surface,11,18,32,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),669
622.035,UT,Trust Lands Administration,Surface,11,19,16,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),670
161.288,UT,Trust Lands Administration,Surface,10,24,36,Uintah,10,Public Schools,E2E2,160.000000000000000,28 Stat. 107-110 (1894),671
629.013,UT,Trust Lands Administration,Surface,1,9,18,Wasatch,10,Public Schools,"LOTS 1-4, E2, E2W2 (ALL)",627.799999999999955,28 Stat. 107-110 (1894),672
641.193,UT,Trust Lands Administration,Surface,11,23,16,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),673
40.25,UT,Trust Lands Administration,Surface,1,8,16,Duchesne,6,Teaching Colleges at Public Universities,SW4SE4,40.000000000000000,28 Stat. 107-110 (1894),674
10.012,UT,Trust Lands Administration,Surface,13,23,17,Uintah,10,Public Schools,"NW4NE4NW4NW4, N2NW4NW4NW4, SW4NW4NW4NW4",10.000000000000000,28 Stat. 107-110 (1894),675
510.314,UT,Trust Lands Administration,Surface,6,19,2,Uintah,10,Public Schools,"LOTS 1(7.54), 2(7.50), 3(7.46), 4(7.42), S2N2, S2 [ALL] [ALSO KNOWN AS TRACT 37]",509.920000000000016,28 Stat. 107-110 (1894),676
321.319,UT,Trust Lands Administration,Surface,1,8,16,Duchesne,6,Teaching Colleges at Public Universities,N2,320.000000000000000,28 Stat. 107-110 (1894),677
638.392,UT,Trust Lands Administration,Surface,15,24,16,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),678
439.144,UT,Trust Lands Administration,Surface,15,25,36,Grand,10,Public Schools,ALL,440.560000000000002,28 Stat. 107-110 (1894),679
160.313,UT,Trust Lands Administration,Surface,15,21,31,Uintah,10,Public Schools,E2W2,160.000000000000000,28 Stat. 107-110 (1894),680
641.175,UT,Trust Lands Administration,Surface,11,21,16,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),681
79.867,UT,Trust Lands Administration,Surface,9,22,29,Uintah,10,Public Schools,E2NW4,80.000000000000000,28 Stat. 107-110 (1894),682
160.087,UT,Trust Lands Administration,Surface,9,22,29,Uintah,10,Public Schools,NE4,160.000000000000000,28 Stat. 107-110 (1894),683
647.971,UT,Trust Lands Administration,Surface,1,9,20,Wasatch,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),684
635.189,UT,Trust Lands Administration,Surface,1,9,28,Wasatch,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),685
619.217,UT,Trust Lands Administration,Surface,9,25,29,Uintah,10,Public Schools,"LOTS 1(42.47), 2(24.58), 3(0.60), 4(30.27), N2, NE4SW4, SE4 [LOTS AKA PART W2SW4, PART SE4SW4, LESS MINING CLAIMS]",617.919999999999959,28 Stat. 107-110 (1894),686
160.291,UT,Trust Lands Administration,Surface,15,21,31,Uintah,10,Public Schools,SE4,160.000000000000000,28 Stat. 107-110 (1894),687
159.569,UT,Trust Lands Administration,Surface,12,24,13,Uintah,10,Public Schools,SW4,160.000000000000000,28 Stat. 107-110 (1894),688
320.913,UT,Trust Lands Administration,Surface,1,9,16,Wasatch,9,Reservoirs,N2,320.000000000000000,28 Stat. 107-110 (1894),689
39.882,UT,Trust Lands Administration,Surface,12,24,13,Uintah,10,Public Schools,SW4NW4,40.000000000000000,28 Stat. 107-110 (1894),690
3.054,UT,Trust Lands Administration,Surface,10,12,32,Duchesne,10,Public Schools,ALL,3.060000000000000,28 Stat. 107-110 (1894),691
638.619,UT,Trust Lands Administration,Surface,7,23,32,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),692
159.747,UT,Trust Lands Administration,Surface,9,22,29,Uintah,10,Public Schools,SW4,160.000000000000000,28 Stat. 107-110 (1894),693
80.178,UT,Trust Lands Administration,Surface,15,21,31,Uintah,10,Public Schools,S2NE4,80.000000000000000,28 Stat. 107-110 (1894),694
156.229,UT,Trust Lands Administration,Surface,18,20,33,Grand,10,Public Schools,NW4,160.000000000000000,28 Stat. 107-110 (1894),695
482.417,UT,Trust Lands Administration,Surface,1,9,15,Duchesne,10,Public Schools,"N2, N2S2",480.000000000000000,28 Stat. 107-110 (1894),696
34.122,UT,Trust Lands Administration,Surface,15,22,33,Grand,10,Public Schools,LOT 4 (SW4NW4),34.310000000000002,28 Stat. 107-110 (1894),697
159.937,UT,Trust Lands Administration,Surface,9,22,29,Uintah,10,Public Schools,SE4,160.000000000000000,28 Stat. 107-110 (1894),698
27.469,UT,Trust Lands Administration,Surface,13,23,16,Uintah,10,Public Schools,Part S2S2SW4,27.500000000000000,28 Stat. 107-110 (1894),699
444.98,UT,Trust Lands Administration,Surface,9,17,2,Uintah,10,Public Schools,"LOTS 1(40.07), 2 (40.06), PART LOT 3 (33.11), S2NE4, PART SE4NW4 (34.51), PART NE4SW4 (34.27), PART SE4SW4 (34.19), SE4",456.209999999999980,28 Stat. 107-110 (1894),700
624.636,UT,Trust Lands Administration,Surface,8,20,2,Uintah,10,Public Schools,"LOTS 1-7, S2N2, SW4, W2SE4",619.860000000000014,28 Stat. 107-110 (1894),701
197.259,UT,Trust Lands Administration,Surface,9,17,2,Duchesne,10,Public Schools,"PART LOT 3 (6.93), LOT 4 (40.03), SW4NW4, PART SE4NW4 (5.49), PART NE4SW4 (5.73), W2SW4, PART SE4SW4 (5.81)",183.990000000000009,28 Stat. 107-110 (1894),702
